date,state,deathIncrease,positiveIncrease,negativeIncrease,hospitalizedIncrease
2020-09-03,MS,10,751,4244,0
2020-09-03,MT,2,180,1607,11
2020-09-03,NC,24,1656,30871,0
2020-09-03,ND,2,359,1440,8
2020-09-03,NE,0,421,2903,13
2020-09-03,NH,0,50,4544,0
2020-09-03,NJ,7,378,27370,31
2020-09-03,NM,3,152,5408,8
2020-09-03,NV,27,351,2609,0
2020-09-03,NY,7,889,88092,0
2020-09-03,OH,50,1345,25435,89
2020-09-03,OK,14,909,8895,52
2020-09-03,OR,2,261,4482,8
2020-09-03,PA,20,1160,13358,0
2020-09-03,PR,5,195,0,0
2020-09-03,RI,4,65,2927,-2
2020-09-03,SC,13,1193,9200,58
2020-09-03,SD,0,334,1278,9
2020-09-03,TN,18,1715,25057,64
2020-09-03,TX,221,3680,34961,0
2020-09-03,UT,4,504,4730,19
2020-09-03,VA,11,1126,12714,92
2020-09-03,VI,0,1,306,0
2020-09-03,VT,0,0,1785,0
2020-09-03,WA,4,438,15876,8
2020-09-03,WI,4,740,8451,30
2020-09-03,WV,7,203,3306,0
2020-09-03,WY,0,28,663,2
2020-09-02,AK,0,73,2556,0
2020-09-02,AL,17,623,4690,215
2020-09-02,AR,27,615,5809,35
2020-09-02,AS,0,0,0,0
2020-09-02,AZ,21,519,4418,44
2020-09-02,CA,145,4255,105419,0
2020-09-02,CO,4,351,3279,25
2020-09-02,CT,1,102,11539,0
2020-09-02,DC,1,28,1925,0
2020-09-02,DE,1,14,2093,0
2020-09-02,FL,130,2402,15534,300
2020-09-02,GA,62,1916,11223,178
2020-09-02,GU,0,47,402,0
2020-09-02,HI,4,181,3823,24
2020-09-02,IA,3,726,5381,0
2020-09-02,ID,7,280,1127,0
2020-09-02,IL,27,2128,30623,0
2020-09-02,IN,13,859,7972,49
2020-09-02,KS,12,1328,4670,57
2020-09-02,KY,18,806,5984,36
2020-09-02,LA,20,1151,13102,0
2020-09-02,MA,-4,-7757,15291,-91
2020-09-02,MD,5,456,6273,14
2020-09-02,ME,1,19,4278,2
2020-09-02,MI,14,648,26761,0
2020-09-02,MN,10,730,17202,46
2020-09-02,MO,4,1458,5395,0
2020-09-02,MP,0,0,0,0
2020-09-02,MS,33,781,3288,0
2020-09-02,MT,4,182,1395,14
2020-09-02,NC,38,1129,18483,0
2020-09-02,ND,0,266,1412,11
2020-09-02,NE,2,287,2279,8
2020-09-02,NH,0,0,0,0
2020-09-02,NJ,11,305,42914,40
2020-09-02,NM,8,108,4417,17
2020-09-02,NV,23,239,1720,0
2020-09-02,NY,5,708,87739,0
2020-09-02,OH,11,1157,21922,95
2020-09-02,OK,12,719,5611,58
2020-09-02,OR,3,129,4453,5
2020-09-02,PA,21,816,12116,0
2020-09-02,PR,8,582,0,0
2020-09-02,RI,1,76,2083,14
2020-09-02,SC,37,657,3973,78
2020-09-02,SD,2,254,1076,7
2020-09-02,TN,16,1502,18978,83
2020-09-02,TX,189,4334,30974,0
2020-09-02,UT,1,419,3485,24
2020-09-02,VA,29,927,11075,195
2020-09-02,VI,0,4,95,0
2020-09-02,VT,0,2,648,0
2020-09-02,WA,16,304,6490,24
2020-09-02,WI,11,578,7831,38
2020-09-02,WV,8,135,3009,0
2020-09-02,WY,0,45,198,2
2020-09-01,AK,2,35,25590,0
2020-09-01,AL,18,1558,-27925,271
2020-09-01,AR,17,273,3717,93
2020-09-01,AS,0,0,0,0
2020-09-01,AZ,15,507,4054,0
2020-09-01,CA,85,3712,93679,0
2020-09-01,CO,6,201,4671,18
2020-09-01,CT,1,127,19115,0
2020-09-01,DC,0,57,2105,0
2020-09-01,DE,0,106,1468,0
2020-09-01,FL,190,7569,52758,369
2020-09-01,GA,101,2226,22638,243
2020-09-01,GU,3,52,386,0
2020-09-01,HI,7,133,1330,3
2020-09-01,IA,7,591,2084,0
2020-09-01,ID,2,221,1455,25
2020-09-01,IL,38,1492,21469,0
2020-09-01,IN,16,695,6123,51
2020-09-01,KS,0,0,0,0
2020-09-01,KY,15,789,8312,36
2020-09-01,LA,34,689,16347,0
2020-09-01,MA,4,355,21300,22
2020-09-01,MD,6,614,7450,34
2020-09-01,ME,0,22,5778,1
2020-09-01,MI,14,795,24181,0
2020-09-01,MN,6,491,4408,40
2020-09-01,MO,8,1058,7231,0
2020-09-01,MP,0,1,0,0
2020-09-01,MS,20,634,3018,0
2020-09-01,MT,1,88,1970,11
2020-09-01,NC,39,2111,37415,0
2020-09-01,ND,4,194,473,10
2020-09-01,NE,5,241,1483,12
2020-09-01,NH,0,22,343,1
2020-09-01,NJ,5,330,800,40
2020-09-01,NM,9,69,3872,8
2020-09-01,NV,8,405,2023,0
2020-09-01,NY,3,754,76243,0
2020-09-01,OH,27,1453,24112,103
2020-09-01,OK,9,666,20968,82
2020-09-01,OR,6,233,4339,13
2020-09-01,PA,18,770,15774,0
2020-09-01,PR,1,222,0,0
2020-09-01,RI,2,53,2532,9
2020-09-01,SC,37,854,4000,59
2020-09-01,SD,0,240,826,7
2020-09-01,TN,27,1396,15356,100
2020-09-01,TX,145,4364,67637,0
2020-09-01,UT,2,296,4370,17
2020-09-01,VA,32,1021,11117,71
2020-09-01,VI,1,5,148,0
2020-09-01,VT,0,11,2714,0
2020-09-01,WA,10,315,11576,23
2020-09-01,WI,9,1036,10863,61
2020-09-01,WV,8,257,2137,0
2020-09-01,WY,4,24,270,4
2020-08-31,AK,0,39,1752,0
2020-08-31,AL,20,823,3402,0
2020-08-31,AR,13,368,13980,31
2020-08-31,AS,0,0,0,0
2020-08-31,AZ,-1,174,4814,-16
2020-08-31,CA,28,4176,137300,0
2020-08-31,CO,0,182,4505,17
2020-08-31,CT,0,384,45206,0
2020-08-31,DC,1,33,2560,0
2020-08-31,DE,1,86,2102,0
2020-08-31,FL,68,1885,14046,85
2020-08-31,GA,28,1498,14646,32
2020-08-31,GU,0,48,376,0
2020-08-31,HI,1,200,2584,8
2020-08-31,IA,3,608,3169,0
2020-08-31,ID,1,190,1498,4
2020-08-31,IL,7,1668,45711,0
2020-08-31,IN,5,883,10708,200
2020-08-31,KS,3,1564,8538,26
2020-08-31,KY,3,364,4842,20
2020-08-31,LA,19,326,3713,0
2020-08-31,MA,11,304,18439,3
2020-08-31,MD,3,458,11157,48
2020-08-31,ME,0,14,3260,0
2020-08-31,MI,5,499,19138,0
2020-08-31,MN,1,675,5277,26
2020-08-31,MO,22,1042,7676,0
2020-08-31,MP,0,0,0,0
2020-08-31,MS,32,274,4427,26
2020-08-31,MT,0,81,3496,4
2020-08-31,NC,10,1186,11713,0
2020-08-31,ND,0,114,1682,0
2020-08-31,NE,0,293,3113,2
2020-08-31,NH,0,21,1600,0
2020-08-31,NJ,8,349,21235,0
2020-08-31,NM,1,105,4306,10
2020-08-31,NV,3,320,1916,0
2020-08-31,NY,1,656,65585,0
2020-08-31,OH,10,895,46349,59
2020-08-31,OK,1,713,0,7
2020-08-31,OR,1,159,3724,41
2020-08-31,PA,0,521,8296,0
2020-08-31,PR,0,351,0,0
2020-08-31,RI,1,46,1835,0
2020-08-31,SC,11,668,6007,29
2020-08-31,SD,0,187,691,12
2020-08-31,TN,7,1818,10171,38
2020-08-31,TX,26,2615,34226,0
2020-08-31,UT,0,253,4095,13
2020-08-31,VA,11,847,12277,78
2020-08-31,VI,0,5,123,0
2020-08-31,VT,0,8,2438,0
2020-08-31,WA,0,0,0,0
2020-08-31,WI,0,268,3552,13
2020-08-31,WV,1,140,4785,0
2020-08-31,WY,0,22,958,0
2020-08-30,AK,0,51,1093,0
2020-08-30,AL,10,1346,3898,0
2020-08-30,AR,12,478,5239,40
2020-08-30,AS,0,0,0,0
2020-08-30,AZ,23,374,6691,-12
2020-08-30,CA,71,6070,116129,0
2020-08-30,CO,0,268,5557,48
2020-08-30,CT,0,0,0,0
2020-08-30,DC,1,34,2299,0
2020-08-30,DE,0,-6,1783,0
2020-08-30,FL,14,2583,21814,96
2020-08-30,GA,28,1215,14096,39
2020-08-30,GU,0,0,0,0
2020-08-30,HI,3,309,2716,12
2020-08-30,IA,5,971,3545,0
2020-08-30,ID,5,293,2982,16
2020-08-30,IL,11,1992,41701,0
2020-08-30,IN,6,879,8684,4
2020-08-30,KS,0,0,0,0
2020-08-30,KY,9,455,0,0
2020-08-30,LA,27,1624,38648,0
2020-08-30,MA,13,199,16420,3
2020-08-30,MD,6,497,14258,38
2020-08-30,ME,0,23,4280,2
2020-08-30,MI,36,1390,59530,0
2020-08-30,MN,2,932,10002,43
2020-08-30,MO,12,1465,7446,0
2020-08-30,MP,0,0,-2,0
2020-08-30,MS,14,647,0,0
2020-08-30,MT,0,89,1191,3
2020-08-30,NC,9,1051,24073,0
2020-08-30,ND,0,221,0,3
2020-08-30,NE,0,317,2410,10
2020-08-30,NH,0,8,1947,0
2020-08-30,NJ,4,291,28296,10
2020-08-30,NM,2,136,5109,10
2020-08-30,NV,0,447,2717,0
2020-08-30,NY,8,698,99324,0
2020-08-30,OH,2,922,24812,29
2020-08-30,OK,2,667,0,20
2020-08-30,OR,4,261,4234,0
2020-08-30,PA,2,670,11791,0
2020-08-30,PR,6,298,0,0
2020-08-30,RI,0,46,1759,5
2020-08-30,SC,11,1075,6175,17
2020-08-30,SD,0,380,765,11
2020-08-30,TN,22,835,11170,89
2020-08-30,TX,90,3824,19916,0
2020-08-30,UT,0,448,4499,23
2020-08-30,VA,1,938,11816,31
2020-08-30,VI,0,11,263,0
2020-08-30,VT,0,11,3084,0
2020-08-30,WA,0,1019,36564,61
2020-08-30,WI,3,570,4562,29
2020-08-30,WV,1,143,4722,0
2020-08-30,WY,0,36,0,0
2020-08-29,AK,0,112,6045,0
2020-08-29,AL,45,1704,9251,0
2020-08-29,AR,16,795,8120,0
2020-08-29,AS,0,0,0,0
2020-08-29,AZ,29,629,7670,5
2020-08-29,CA,144,4981,94012,0
2020-08-29,CO,8,430,7643,17
2020-08-29,CT,0,0,0,0
2020-08-29,DC,0,74,4133,0
2020-08-29,DE,0,266,1577,0
2020-08-29,FL,150,3197,24337,287
2020-08-29,GA,105,2386,22809,198
2020-08-29,GU,0,60,474,0
2020-08-29,HI,4,264,2493,23
2020-08-29,IA,13,778,4642,0
2020-08-29,ID,10,262,1601,21
2020-08-29,IL,11,1880,46904,0
2020-08-29,IN,8,1121,10623,21
2020-08-29,KS,0,0,0,0
2020-08-29,KY,3,820,10189,28
2020-08-29,LA,0,0,0,0
2020-08-29,MA,13,446,23461,24
2020-08-29,MD,10,630,12583,33
2020-08-29,ME,0,53,4132,1
2020-08-29,MI,0,0,0,0
2020-08-29,MN,4,1017,8410,54
2020-08-29,MO,32,1198,9495,0
2020-08-29,MP,0,2,0,0
2020-08-29,MS,14,735,4900,21
2020-08-29,MT,4,188,2318,12
2020-08-29,NC,31,2585,32673,0
2020-08-29,ND,0,373,1377,1
2020-08-29,NE,1,335,2464,14
2020-08-29,NH,0,30,1153,1
2020-08-29,NJ,3,349,58204,31
2020-08-29,NM,3,122,6789,15
2020-08-29,NV,15,609,3361,0
2020-08-29,NY,7,635,93238,0
2020-08-29,OH,21,1216,28855,67
2020-08-29,OK,11,1093,7025,75
2020-08-29,OR,7,239,4744,0
2020-08-29,PA,16,843,15273,0
2020-08-29,PR,4,562,0,0
2020-08-29,RI,1,174,3246,18
2020-08-29,SC,43,1298,7816,167
2020-08-29,SD,2,425,1141,11
2020-08-29,TN,24,1465,20036,0
2020-08-29,TX,154,4762,53848,0
2020-08-29,UT,0,458,2357,16
2020-08-29,VA,18,1217,15020,91
2020-08-29,VI,0,43,410,0
2020-08-29,VT,0,16,3409,0
2020-08-29,WA,15,598,15009,5
2020-08-29,WI,6,862,7933,39
2020-08-29,WV,10,143,6533,0
2020-08-29,WY,0,21,0,0
2020-08-28,AK,0,122,3196,0
2020-08-28,AL,31,1162,6892,262
2020-08-28,AR,17,838,7189,38
2020-08-28,AS,0,0,0,0
2020-08-28,AZ,49,519,8630,2
2020-08-28,CA,140,5329,86893,0
2020-08-28,CO,0,350,4858,26
2020-08-28,CT,0,145,13865,0
2020-08-28,DC,0,57,4788,0
2020-08-28,DE,0,107,2875,0
2020-08-28,FL,88,3815,26498,311
2020-08-28,GA,78,2298,15849,208
2020-08-28,GU,0,55,515,0
2020-08-28,HI,4,306,2172,18
2020-08-28,IA,12,1185,4331,0
2020-08-28,ID,6,342,2174,24
2020-08-28,IL,20,2434,46234,0
2020-08-28,IN,11,809,8494,71
2020-08-28,KS,6,1111,6939,52
2020-08-28,KY,8,779,10986,31
2020-08-28,LA,30,606,9669,0
2020-08-28,MA,16,460,23278,16
2020-08-28,MD,14,601,15587,43
2020-08-28,ME,0,22,5224,2
2020-08-28,MI,6,793,32250,0
2020-08-28,MN,4,850,7370,31
2020-08-28,MO,14,1418,10192,0
2020-08-28,MP,0,0,0,0
2020-08-28,MS,14,599,5645,12
2020-08-28,MT,2,134,2082,5
2020-08-28,NC,22,1415,28751,0
2020-08-28,ND,0,312,1127,16
2020-08-28,NE,5,374,3470,14
2020-08-28,NH,1,22,2118,0
2020-08-28,NJ,10,358,0,26
2020-08-28,NM,9,188,5958,17
2020-08-28,NV,16,632,3687,0
2020-08-28,NY,3,636,97190,0
2020-08-28,OH,29,1296,23470,71
2020-08-28,OK,8,710,9221,46
2020-08-28,OR,9,293,4858,15
2020-08-28,PA,20,835,17070,0
2020-08-28,PR,12,605,0,0
2020-08-28,RI,2,94,3284,11
2020-08-28,SC,27,1353,7137,0
2020-08-28,SD,3,323,1334,12
2020-08-28,TN,28,1636,25639,74
2020-08-28,TX,196,4031,44417,0
2020-08-28,UT,4,391,4593,26
2020-08-28,VA,35,2134,34760,29
2020-08-28,VI,0,23,160,0
2020-08-28,VT,0,3,1921,0
2020-08-28,WA,10,542,16313,34
2020-08-28,WI,2,864,8313,52
2020-08-28,WV,3,191,5581,0
2020-08-28,WY,0,41,663,0
2020-08-27,AK,0,82,1334,0
2020-08-27,AL,31,1769,11355,0
2020-08-27,AR,7,722,6033,43
2020-08-27,AS,0,0,0,0
2020-08-27,AZ,33,680,7338,50
2020-08-27,CA,143,4430,81228,0
2020-08-27,CO,9,193,3849,8
2020-08-27,CT,2,130,15331,93
2020-08-27,DC,0,72,2884,0
2020-08-27,DE,0,-10,974,0
2020-08-27,FL,139,3269,21277,316
2020-08-27,GA,82,2484,17452,188
2020-08-27,GU,1,112,890,0
2020-08-27,HI,2,276,2242,25
2020-08-27,IA,16,1551,6284,0
2020-08-27,ID,11,305,1504,19
2020-08-27,IL,23,1707,42803,0
2020-08-27,IN,7,1145,11064,142
2020-08-27,KS,0,0,0,0
2020-08-27,KY,8,748,8748,55
2020-08-27,LA,23,677,9359,0
2020-08-27,MA,20,368,24975,19
2020-08-27,MD,5,577,11334,51
2020-08-27,ME,0,25,3906,3
2020-08-27,MI,16,863,29616,0
2020-08-27,MN,13,1154,13289,52
2020-08-27,MO,1,1512,9371,0
2020-08-27,MP,0,0,619,0
2020-08-27,MS,26,585,4263,33
2020-08-27,MT,0,144,2255,10
2020-08-27,NC,24,2091,29633,0
2020-08-27,ND,1,333,1108,9
2020-08-27,NE,3,379,3436,8
2020-08-27,NH,1,35,2147,0
2020-08-27,NJ,7,307,26945,51
2020-08-27,NM,5,197,5396,24
2020-08-27,NV,21,554,2523,0
2020-08-27,NY,4,791,82646,0
2020-08-27,OH,32,1244,67139,107
2020-08-27,OK,15,712,7753,64
2020-08-27,OR,5,190,5788,30
2020-08-27,PA,11,620,14123,0
2020-08-27,PR,8,639,0,0
2020-08-27,RI,3,135,3648,7
2020-08-27,SC,55,505,7435,0
2020-08-27,SD,0,343,2895,2
2020-08-27,TN,25,1826,24282,74
2020-08-27,TX,265,5600,23674,0
2020-08-27,UT,2,383,5049,19
2020-08-27,VA,0,0,0,86
2020-08-27,VI,0,22,209,0
2020-08-27,VT,0,9,1981,0
2020-08-27,WA,4,456,10749,45
2020-08-27,WI,11,912,9913,33
2020-08-27,WV,9,93,4111,0
2020-08-27,WY,0,38,3916,2
2020-08-26,AK,1,53,920,0
2020-08-26,AL,8,2012,14396,212
2020-08-26,AR,21,649,8440,48
2020-08-26,AS,0,0,0,0
2020-08-26,AZ,104,186,4520,11
2020-08-26,CA,150,6004,64247,0
2020-08-26,CO,2,459,31404,49
2020-08-26,CT,0,180,15149,0
2020-08-26,DC,1,38,2088,0
2020-08-26,DE,1,24,1743,0
2020-08-26,FL,155,3220,23074,370
2020-08-26,GA,49,2236,15815,222
2020-08-26,GU,2,136,816,0
2020-08-26,HI,0,0,2307,0
2020-08-26,IA,15,941,5124,0
2020-08-26,ID,12,405,4362,16
2020-08-26,IL,37,2157,48205,0
2020-08-26,IN,18,938,10618,188
2020-08-26,KS,11,1536,6604,43
2020-08-26,KY,7,662,7259,0
2020-08-26,LA,54,1545,13261,0
2020-08-26,MA,27,336,19429,20
2020-08-26,MD,10,440,7166,39
2020-08-26,ME,1,21,4601,2
2020-08-26,MI,6,843,40334,0
2020-08-26,MN,17,529,5992,36
2020-08-26,MO,9,1426,6636,0
2020-08-26,MP,0,0,0,0
2020-08-26,MS,58,904,3625,26
2020-08-26,MT,1,161,1592,8
2020-08-26,NC,36,1244,17398,0
2020-08-26,ND,2,234,1281,6
2020-08-26,NE,0,301,3978,16
2020-08-26,NH,1,9,1955,0
2020-08-26,NJ,10,285,23404,41
2020-08-26,NM,3,66,4760,9
2020-08-26,NV,20,253,1620,0
2020-08-26,NY,8,566,70623,0
2020-08-26,OH,48,1089,18943,87
2020-08-26,OK,19,666,5887,82
2020-08-26,OR,5,180,4549,25
2020-08-26,PA,19,501,12472,0
2020-08-26,PR,9,24,0,0
2020-08-26,RI,2,82,1759,4
2020-08-26,SC,44,605,3367,0
2020-08-26,SD,1,292,20,7
2020-08-26,TN,20,1936,25573,88
2020-08-26,TX,229,5407,34674,0
2020-08-26,UT,4,407,6323,27
2020-08-26,VA,21,823,6749,97
2020-08-26,VI,2,32,322,0
2020-08-26,VT,0,5,758,0
2020-08-26,WA,9,24,30,53
2020-08-26,WI,6,786,9610,41
2020-08-26,WV,3,145,5890,0
2020-08-26,WY,0,50,0,0
2020-08-25,AK,4,38,3290,0
2020-08-25,AL,13,532,3426,0
2020-08-25,AR,15,480,0,51
2020-08-25,AS,0,0,0,0
2020-08-25,AZ,21,859,4123,146
2020-08-25,CA,105,4480,105539,0
2020-08-25,CO,9,198,0,4
2020-08-25,CT,3,29,4961,0
2020-08-25,DC,0,45,2176,0
2020-08-25,DE,-1,20,1807,0
2020-08-25,FL,183,2673,16695,445
2020-08-25,GA,106,2101,23568,292
2020-08-25,GU,0,77,854,0
2020-08-25,HI,2,384,1642,23
2020-08-25,IA,8,661,2984,0
2020-08-25,ID,7,217,1293,13
2020-08-25,IL,29,1680,39179,0
2020-08-25,IN,16,829,8114,74
2020-08-25,KS,0,0,0,0
2020-08-25,KY,10,669,7335,47
2020-08-25,LA,33,550,21031,0
2020-08-25,MA,12,398,22425,11
2020-08-25,MD,13,377,7595,44
2020-08-25,ME,0,12,2506,1
2020-08-25,MI,21,951,23330,0
2020-08-25,MN,8,409,4307,43
2020-08-25,MO,14,692,3674,0
2020-08-25,MP,0,0,0,0
2020-08-25,MS,67,801,3798,29
2020-08-25,MT,6,135,2699,11
2020-08-25,NC,35,1345,13319,0
2020-08-25,ND,3,234,1352,14
2020-08-25,NE,5,158,723,20
2020-08-25,NH,0,16,1626,1
2020-08-25,NJ,4,302,20781,16
2020-08-25,NM,2,73,4428,10
2020-08-25,NV,30,403,2202,0
2020-08-25,NY,2,629,66626,0
2020-08-25,OH,10,844,22830,97
2020-08-25,OK,14,650,17324,96
2020-08-25,OR,8,236,4436,10
2020-08-25,PA,26,561,11806,0
2020-08-25,PR,5,102,0,0
2020-08-25,RI,4,70,3045,14
2020-08-25,SC,18,937,8693,159
2020-08-25,SD,0,134,136,9
2020-08-25,TN,40,813,14445,94
2020-08-25,TX,181,6346,47338,0
2020-08-25,UT,7,403,3842,28
2020-08-25,VA,23,1005,14985,146
2020-08-25,VI,1,14,155,0
2020-08-25,VT,0,6,682,0
2020-08-25,WA,4,0,0,12
2020-08-25,WI,13,687,9349,37
2020-08-25,WV,8,83,4833,0
2020-08-25,WY,0,31,4475,2
2020-08-24,AK,0,70,2993,0
2020-08-24,AL,11,1650,0,291
2020-08-24,AR,9,320,7684,42
2020-08-24,AS,0,0,0,0
2020-08-24,AZ,0,311,6042,-22
2020-08-24,CA,18,4946,106510,0
2020-08-24,CO,0,260,0,10
2020-08-24,CT,0,492,54854,0
2020-08-24,DC,0,49,3306,0
2020-08-24,DE,4,47,1609,0
2020-08-24,FL,72,2258,16265,129
2020-08-24,GA,24,2304,30993,56
2020-08-24,GU,0,87,793,0
2020-08-24,HI,0,244,2396,19
2020-08-24,IA,8,358,1764,0
2020-08-24,ID,1,191,1114,10
2020-08-24,IL,8,1612,34543,0
2020-08-24,IN,5,1660,22576,62
2020-08-24,KS,7,1545,19097,24
2020-08-24,KY,4,370,17363,37
2020-08-24,LA,18,623,8020,0
2020-08-24,MA,27,662,37244,12
2020-08-24,MD,3,567,14130,51
2020-08-24,ME,0,21,3134,1
2020-08-24,MI,4,878,20544,0
2020-08-24,MN,4,714,6776,44
2020-08-24,MO,0,869,4010,0
2020-08-24,MP,0,0,0,0
2020-08-24,MS,8,511,7903,30
2020-08-24,MT,1,60,22864,4
2020-08-24,NC,4,1283,7940,0
2020-08-24,ND,0,126,1009,4
2020-08-24,NE,2,109,1130,3
2020-08-24,NH,0,27,2138,1
2020-08-24,NJ,3,225,27589,4
2020-08-24,NM,2,94,14044,1
2020-08-24,NV,3,409,2039,0
2020-08-24,NY,7,408,61623,0
2020-08-24,OH,8,849,19462,59
2020-08-24,OK,4,357,0,9
2020-08-24,OR,3,218,3299,44
2020-08-24,PA,1,426,9392,0
2020-08-24,PR,0,722,0,0
2020-08-24,RI,0,39,2064,0
2020-08-24,SC,7,563,3578,0
2020-08-24,SD,0,149,554,6
2020-08-24,TN,21,667,13494,43
2020-08-24,TX,25,2847,0,0
2020-08-24,UT,5,249,1269,15
2020-08-24,VA,4,664,12429,11
2020-08-24,VI,1,24,100,0
2020-08-24,VT,0,9,1338,0
2020-08-24,WA,6,22,992,30
2020-08-24,WI,0,414,4473,15
2020-08-24,WV,1,40,2421,0
2020-08-24,WY,0,24,1106,4
2020-08-23,AK,1,64,1089,0
2020-08-23,AL,2,528,4859,0
2020-08-23,AR,13,375,6187,12
2020-08-23,AS,0,0,0,0
2020-08-23,AZ,15,208,6527,-30
2020-08-23,CA,146,6777,97902,0
2020-08-23,CO,0,297,0,23
2020-08-23,CT,0,0,0,0
2020-08-23,DC,0,56,3550,0
2020-08-23,DE,0,67,1902,0
2020-08-23,FL,51,2974,23812,139
2020-08-23,GA,40,1727,20987,44
2020-08-23,GU,0,53,1022,0
2020-08-23,HI,1,284,2350,40
2020-08-23,IA,5,540,3081,0
2020-08-23,ID,2,293,1134,13
2020-08-23,IL,6,1893,52458,0
2020-08-23,IN,2,615,7541,62
2020-08-23,KS,0,0,0,0
2020-08-23,KY,17,1264,0,0
2020-08-23,LA,59,1223,23808,0
2020-08-23,MA,0,0,0,0
2020-08-23,MD,6,579,11876,92
2020-08-23,ME,1,18,3932,1
2020-08-23,MI,4,764,73669,0
2020-08-23,MN,6,717,8347,38
2020-08-23,MO,1,818,9321,0
2020-08-23,MP,0,0,0,0
2020-08-23,MS,3,626,0,0
2020-08-23,MT,0,53,980,1
2020-08-23,NC,10,1472,24882,0
2020-08-23,ND,0,139,1707,2
2020-08-23,NE,0,154,1625,16
2020-08-23,NH,0,15,1374,1
2020-08-23,NJ,3,258,0,3
2020-08-23,NM,4,207,0,12
2020-08-23,NV,0,532,3571,0
2020-08-23,NY,6,572,73471,0
2020-08-23,OH,3,637,22624,22
2020-08-23,OK,1,566,0,54
2020-08-23,OR,0,227,3129,0
2020-08-23,PA,2,619,11848,0
2020-08-23,PR,9,319,0,0
2020-08-23,RI,0,88,2357,5
2020-08-23,SC,11,693,-20489,0
2020-08-23,SD,1,141,989,8
2020-08-23,TN,4,1854,35579,50
2020-08-23,TX,104,4398,22770,0
2020-08-23,UT,0,301,2172,27
2020-08-23,VA,24,894,11518,91
2020-08-23,VI,0,0,0,0
2020-08-23,VT,0,4,1435,0
2020-08-23,WA,7,61,2442,31
2020-08-23,WI,0,479,4361,13
2020-08-23,WV,2,87,4248,0
2020-08-23,WY,0,36,0,4
2020-08-22,AK,1,91,4661,0
2020-08-22,AL,21,1762,17420,172
2020-08-22,AR,11,547,0,52
2020-08-22,AS,0,0,0,0
2020-08-22,AZ,68,996,15150,61
2020-08-22,CA,167,6556,100424,0
2020-08-22,CO,0,356,0,11
2020-08-22,CT,0,0,0,0
2020-08-22,DC,2,65,3317,0
2020-08-22,DE,0,58,1810,0
2020-08-22,FL,107,4311,30324,339
2020-08-22,GA,94,2592,26476,200
2020-08-22,GU,0,0,0,0
2020-08-22,HI,1,228,4650,20
2020-08-22,IA,10,729,4487,0
2020-08-22,ID,6,249,1824,7
2020-08-22,IL,17,2356,54410,0
2020-08-22,IN,10,1000,10214,87
2020-08-22,KS,0,0,0,0
2020-08-22,KY,0,0,0,0
2020-08-22,LA,0,0,0,0
2020-08-22,MA,20,144,8192,11
2020-08-22,MD,11,624,15550,41
2020-08-22,ME,1,32,3854,0
2020-08-22,MI,21,1426,31911,0
2020-08-22,MN,8,734,8985,49
2020-08-22,MO,6,1293,7295,0
2020-08-22,MP,0,0,0,0
2020-08-22,MS,23,945,2875,22
2020-08-22,MT,1,160,929,15
2020-08-22,NC,27,1729,19504,0
2020-08-22,ND,0,256,1764,8
2020-08-22,NE,3,278,2537,14
2020-08-22,NH,1,42,4951,0
2020-08-22,NJ,2,419,32629,52
2020-08-22,NM,5,144,9987,9
2020-08-22,NV,12,636,3179,0
2020-08-22,NY,4,653,94196,0
2020-08-22,OH,20,1119,22614,59
2020-08-22,OK,10,853,10179,52
2020-08-22,OR,3,289,4854,0
2020-08-22,PA,18,796,12615,0
2020-08-22,PR,7,731,0,0
2020-08-22,RI,5,153,4119,17
2020-08-22,SC,34,917,8034,0
2020-08-22,SD,1,251,1604,3
2020-08-22,TN,14,1239,25283,73
2020-08-22,TX,215,5559,55275,0
2020-08-22,UT,2,369,2597,29
2020-08-22,VA,7,1212,15302,25
2020-08-22,VI,0,28,463,0
2020-08-22,VT,0,12,1594,0
2020-08-22,WA,13,184,7085,69
2020-08-22,WI,14,975,7750,40
2020-08-22,WV,6,119,7420,0
2020-08-22,WY,0,19,0,0
2020-08-21,AK,1,71,8817,0
2020-08-21,AL,16,321,0,0
2020-08-21,AR,22,887,9195,66
2020-08-21,AS,0,0,0,0
2020-08-21,AZ,4,619,8926,67
2020-08-21,CA,135,5585,95821,0
2020-08-21,CO,15,329,0,13
2020-08-21,CT,2,87,7443,0
2020-08-21,DC,1,60,5013,0
2020-08-21,DE,5,52,1000,0
2020-08-21,FL,118,4684,26776,355
2020-08-21,GA,94,2889,20378,245
2020-08-21,GU,1,63,761,0
2020-08-21,HI,0,0,0,0
2020-08-21,IA,7,991,3957,0
2020-08-21,ID,7,424,2209,26
2020-08-21,IL,22,2293,49528,0
2020-08-21,IN,17,1040,11921,-13
2020-08-21,KS,8,966,5509,69
2020-08-21,KY,8,639,8110,13
2020-08-21,LA,50,899,18874,0
2020-08-21,MA,13,488,26327,20
2020-08-21,MD,5,670,15921,38
2020-08-21,ME,1,32,3648,2
2020-08-21,MI,0,0,0,0
2020-08-21,MN,8,825,10619,45
2020-08-21,MO,2,1231,9001,0
2020-08-21,MP,0,0,0,0
2020-08-21,MS,24,874,1302,30
2020-08-21,MT,0,144,923,6
2020-08-21,NC,29,2008,25570,0
2020-08-21,ND,0,231,1993,13
